YearMonth,Heating_Oil_Price,CPI,Real_Heating_Oil_Price,Heating_Degree_Days,Date,Year,Month,Quarter,Price_Change,Price_PctChange,Price_MA3,HDD_Category,HDD_Lag1,HDD_Lag3
2012-12,3.844,231.221,0.016624787540924,824.0,2012-12-01,2012,12,4,-1.0960073119702096e-05,-0.0006588266048500602,0.016622781872615035,Severe,687.0,76.0
2013-01,3.841,231.679,0.0165789734934974,1038.0,2013-01-01,2013,1,1,-4.581404742659903e-05,-0.0027557673933469307,0.016613169549488365,Severe,824.0,270.0
2013-02,3.965,232.937,0.0170217698347621,949.0,2013-02-01,2013,2,1,0.0004427963412646993,0.02670830865604401,0.016741843623061164,Severe,1038.0,687.0
2013-03,3.879,232.282,0.0166995290207592,846.0,2013-03-01,2013,3,1,-0.00032224081400289775,-0.01893109924120895,0.0167667574496729,Severe,949.0,824.0
2013-04,3.701,231.797,0.0159665569442227,483.0,2013-04-01,2013,4,2,-0.0007329720765365012,-0.04389178135654859,0.016562618599914668,Cold,846.0,1038.0
2013-05,3.599,231.893,0.0155200890065676,227.0,2013-05-01,2013,5,2,-0.00044646793765510014,-0.02796269347328817,0.016062058323849833,Mild,483.0,949.0
2013-06,3.569,232.445,0.0153541698036094,28.0,2013-06-01,2013,6,2,-0.00016591920295819934,-0.0106906089834915,0.015613605251466567,Warm,227.0,846.0
2013-07,3.604,232.9,0.0154744525547445,2.0,2013-07-01,2013,7,3,0.00012028275113509963,0.007833881784140795,0.015449570454973832,Warm,28.0,483.0
2013-08,3.651,233.456,0.015638921252827,0.0,2013-08-01,2013,8,3,0.000164468698082499,0.01062840171570878,0.015489181203726965,Warm,2.0,227.0
2013-09,3.694,233.544,0.0158171479464255,88.0,2013-09-01,2013,9,3,0.00017822669359850163,0.01139635469206568,0.015643507251332334,Mild,0.0,28.0
2013-10,3.684,233.669,0.0157658910681348,275.0,2013-10-01,2013,10,4,-5.125687829070011e-05,-0.0032405891671692943,0.015740653422462433,Mild,88.0,2.0
2013-11,3.683,234.1,0.0157325929090132,669.0,2013-11-01,2013,11,4,-3.329815912159889e-05,-0.002112037878334694,0.015771877307857837,Cold,275.0,0.0
2013-12,3.772,234.719,0.0160702797813555,981.0,2013-12-01,2013,12,4,0.0003376868723422993,0.02146415878776331,0.015856254586167833,Severe,669.0,88.0
2014-01,3.904,235.288,0.0165924314032164,1161.0,2014-01-01,2014,1,1,0.0005221516218608981,0.032491756768708635,0.016131768031195034,Severe,981.0,275.0
2014-02,4.072,235.547,0.0172874203449842,1006.0,2014-02-01,2014,2,1,0.0006949889417677997,0.04188590116051816,0.01665004384318537,Severe,1161.0,669.0
2014-03,3.952,236.028,0.0167437761621502,975.0,2014-03-01,2014,3,1,-0.0005436441828339973,-0.03144738613310405,0.0168745426367836,Severe,1006.0,981.0
2014-04,3.83,236.468,0.0161966946901906,507.0,2014-04-01,2014,4,2,-0.0005470814719596012,-0.03267372106874522,0.016742630399108335,Cold,975.0,1161.0
2014-05,3.815,236.918,0.016102617783368,215.0,2014-05-01,2014,5,2,-9.407690682260161e-05,-0.005808401567239385,0.01634769621190293,Mild,507.0,1006.0
2014-06,3.779,237.231,0.0159296213395382,31.0,2014-06-01,2014,6,2,-0.00017299644382979748,-0.010743373913307486,0.016076311271032265,Warm,215.0,975.0
2014-07,3.753,237.498,0.0158022383346386,0.0,2014-07-01,2014,7,3,-0.00012738300489959983,-0.00799661223480741,0.015944825819181604,Warm,31.0,507.0
2014-08,3.705,237.46,0.0156026278109997,0.0,2014-08-01,2014,8,3,-0.0001996105236389007,-0.012631787941164818,0.015778162495058836,Warm,0.0,215.0
2014-09,3.642,237.477,0.0153362220341338,79.0,2014-09-01,2014,9,3,-0.00026640577686590054,-0.017074417213111204,0.0155803627265907,Mild,0.0,31.0
2014-10,3.515,237.43,0.0148043633913153,277.0,2014-10-01,2014,10,4,-0.0005318586428184995,-0.0346798997585418,0.015247737745482935,Mild,79.0,0.0
2014-11,3.384,236.983,0.0142795052809695,674.0,2014-11-01,2014,11,4,-0.0005248581103457998,-0.03545293346782463,0.014806696902139533,Cold,277.0,0.0
2014-12,3.138,236.252,0.0132824272387112,829.0,2014-12-01,2014,12,4,-0.0009970780422583012,-0.06982581137367005,0.014122098636998667,Severe,674.0,79.0
2015-01,2.811,234.747,0.0119745939245229,1203.0,2015-01-01,2015,1,1,-0.0013078333141883,-0.0984634277066968,0.013178842148067867,Severe,829.0,277.0
2015-02,2.864,235.342,0.0121695235019673,1284.0,2015-02-01,2015,2,1,0.00019492957744440126,0.01627859605704063,0.012475514888400466,Severe,1203.0,674.0
2015-03,3.019,235.976,0.0127936739329423,983.0,2015-03-01,2015,3,1,0.0006241504309749991,0.05128799257210859,0.012312597119810835,Severe,1284.0,829.0
2015-04,2.755,236.222,0.0116627579141654,510.0,2015-04-01,2015,4,2,-0.0011309160187768993,-0.08839650163858837,0.012208651783025,Cold,983.0,1203.0
2015-05,2.788,237.001,0.011763663444458,143.0,2015-05-01,2015,5,2,0.00010090553029259985,0.008651944165799952,0.012073365097188567,Mild,510.0,1284.0
2015-06,2.743,237.657,0.0115418439179153,103.0,2015-06-01,2015,6,2,-0.0002218195265426999,-0.018856330563180257,0.011656088425512903,Mild,143.0,983.0
2015-07,2.651,238.034,0.0111370644529773,1.0,2015-07-01,2015,7,3,-0.0004047794649380005,-0.03507060637942783,0.011480857271783532,Warm,103.0,510.0
2015-08,2.437,238.033,0.0102380762331273,0.0,2015-08-01,2015,8,3,-0.0008989882198500009,-0.08072039303046974,0.010972328201339967,Warm,1.0,143.0
2015-09,2.376,237.498,0.0100042947730086,35.0,2015-09-01,2015,9,3,-0.00023378146011869896,-0.02283451058532393,0.010459811819704401,Warm,0.0,103.0
2015-10,2.35,237.733,0.0098850390984844,342.0,2015-10-01,2015,10,4,-0.00011925567452420079,-0.011920447890634955,0.010042470034873434,Cold,35.0,1.0
2015-11,2.302,238.017,0.0096715780805572,495.0,2015-11-01,2015,11,4,-0.00021346101792719951,-0.02159435241484553,0.009853637317350067,Cold,342.0,0.0
2015-12,2.114,237.761,0.0088912815810835,612.0,2015-12-01,2015,12,4,-0.0007802964994737,-0.08067933619254253,0.0094826329200417,Cold,495.0,35.0
2016-01,1.97,237.652,0.0082894316058775,1005.0,2016-01-01,2016,1,1,-0.0006018499752059991,-0.06768990158701704,0.0089507637558394,Severe,612.0,342.0
2016-02,1.923,237.336,0.008102437051269,877.0,2016-02-01,2016,2,1,-0.00018699455460850084,-0.02255818776234486,0.008427716746076667,Severe,1005.0,495.0
2016-03,1.947,238.08,0.0081779233870967,697.0,2016-03-01,2016,3,1,7.548633582770033e-05,0.009316497659908052,0.0081899306814144,Cold,877.0,612.0
2016-04,1.989,238.992,0.0083224543080939,540.0,2016-04-01,2016,4,2,0.000144530920997199,0.017673303374942773,0.008200938248819865,Cold,697.0,1005.0
2016-05,2.097,239.557,0.0087536577933435,238.0,2016-05-01,2016,5,2,0.0004312034852496007,0.05181205799234467,0.008418011829511365,Mild,540.0,877.0
2016-06,2.155,240.222,0.0089708686131994,19.0,2016-06-01,2016,6,2,0.00021721081985589911,0.02481372073067245,0.008682326904878933,Warm,238.0,697.0
2016-07,2.13,240.101,0.0088712666752741,7.0,2016-07-01,2016,7,3,-9.960193792529944e-05,-0.011102819829369559,0.008865264360605666,Warm,19.0,540.0
2016-08,2.073,240.545,0.0086179301170259,0.0,2016-08-01,2016,8,3,-0.00025333655824819924,-0.028556976982136772,0.008820021801833132,Warm,7.0,238.0
2016-09,2.122,241.176,0.0087985537532756,48.0,2016-09-01,2016,9,3,0.00018062363624970004,0.02095905093183026,0.008762583515191867,Warm,0.0,19.0
2016-10,2.288,241.741,0.0094646750034127,312.0,2016-10-01,2016,10,4,0.000666121250137099,0.07570803893641154,0.008960386291238067,Cold,48.0,7.0
2016-11,2.256,242.026,0.009321312586251,564.0,2016-11-01,2016,11,4,-0.00014336241716170033,-0.015147104059041405,0.0091948471143131,Cold,312.0,0.0
2016-12,2.394,242.637,0.0098665908332199,920.0,2016-12-01,2016,12,4,0.0005452782469689017,0.05849801108195751,0.009550859474294534,Severe,564.0,48.0
2017-01,2.482,243.618,0.0101880813404592,926.0,2017-01-01,2017,1,1,0.00032149050723929984,0.03258374778823003,0.009791994919976699,Severe,920.0,312.0
2017-02,2.474,244.006,0.0101390949402883,793.0,2017-02-01,2017,2,1,-4.898640017090075e-05,-0.004808206622415212,0.010064589037989133,Cold,926.0,564.0
2017-03,2.449,243.892,0.0100413297689141,959.0,2017-03-01,2017,3,1,-9.776517137419921e-05,-0.009642396283885635,0.0101228353498872,Severe,793.0,920.0
2017-04,2.438,244.193,0.0099839061725766,417.0,2017-04-01,2017,4,2,-5.7423596337501104e-05,-0.005718724278458875,0.010054776960593,Cold,959.0,926.0
2017-05,2.378,244.004,0.009745741873084,310.0,2017-05-01,2017,5,2,-0.0002381642994925999,-0.02385482148728324,0.009923659271524901,Cold,417.0,793.0
2017-06,2.284,244.163,0.0093544066873359,52.0,2017-06-01,2017,6,2,-0.00039133518574810053,-0.0401544788323297,0.009694684910998834,Mild,310.0,959.0
2017-07,2.215,244.243,0.0090688371826418,11.0,2017-07-01,2017,7,3,-0.0002855695046940984,-0.030527805155264987,0.0093896619143539,Warm,52.0,417.0
2017-08,2.292,245.183,0.009348119567833,3.0,2017-08-01,2017,8,3,0.00027928238519119887,0.030795831876412993,0.0092571211459369,Warm,11.0,310.0
2017-09,2.481,246.435,0.0100675634548663,40.0,2017-09-01,2017,9,3,0.0007194438870333011,0.07696134840946156,0.009494840068447032,Warm,3.0,52.0
2017-10,2.52,246.626,0.010217900789049,151.0,2017-10-01,2017,10,4,0.00015033733418269926,0.01493284197876421,0.009877861270582766,Mild,40.0,11.0
2017-11,2.633,247.284,0.0106476763559308,638.0,2017-11-01,2017,11,4,0.0004297755668818005,0.0420610432372186,0.010311046866615367,Cold,151.0,3.0
2017-12,2.703,247.805,0.010907770222554,1062.0,2017-12-01,2017,12,4,0.0002600938666231997,0.024427288915325196,0.010591115789177935,Severe,638.0,40.0
2018-01,2.902,248.859,0.0116612218163699,1126.0,2018-01-01,2018,1,1,0.0007534515938158997,0.06907475849261902,0.011072222798284901,Severe,1062.0,151.0
2018-02,2.856,249.529,0.0114455634415238,753.0,2018-02-01,2018,2,1,-0.00021565837484609912,-0.018493634564378136,0.011338185160149233,Cold,1126.0,638.0
2018-03,2.827,249.577,0.0113271655641345,859.0,2018-03-01,2018,3,1,-0.00011839787738930109,-0.010344434155138305,0.011477983607342734,Severe,753.0,1062.0
2018-04,2.875,250.227,0.0114895674727347,589.0,2018-04-01,2018,4,2,0.0001624019086001998,0.014337382788366604,0.011420765492797665,Cold,859.0,1126.0
2018-05,3.132,250.792,0.0124884366327474,158.0,2018-05-01,2018,5,2,0.0009988691600127005,0.08693705506173877,0.011768389889872199,Mild,589.0,753.0
2018-06,3.132,251.018,0.0124771928706307,57.0,2018-06-01,2018,6,2,-1.1243762116700667e-05,-0.0009003338406039507,0.012151732325370932,Mild,158.0,859.0
2018-07,3.22,251.214,0.0128177569721432,0.0,2018-07-01,2018,7,3,0.00034056410151250133,0.027294929640314658,0.012594462158507102,Warm,57.0,589.0
2018-08,3.229,251.663,0.0128306505127889,0.0,2018-08-01,2018,8,3,1.2893540645700016e-05,0.0010059123974437423,0.012708533451854265,Warm,0.0,158.0
2018-09,3.279,252.182,0.0130025140573078,29.0,2018-09-01,2018,9,3,0.00017186354451889999,0.013394764696271322,0.012883640514079968,Warm,0.0,57.0
2018-10,3.381,252.772,0.0133756903454496,350.0,2018-10-01,2018,10,4,0.0003731762881417997,0.028700317992124358,0.0130696183051821,Cold,29.0,0.0
2018-11,3.286,252.594,0.013009018424824,661.0,2018-11-01,2018,11,4,-0.00036667192062560076,-0.027413308110137424,0.013129074275860466,Cold,350.0,0.0
2018-12,2.951,252.767,0.0116747834962633,858.0,2018-12-01,2018,12,4,-0.001334234928560699,-0.10256230600878324,0.012686497422178969,Severe,661.0,29.0
2019-01,2.934,252.561,0.0116169954981172,1059.0,2019-01-01,2019,1,1,-5.778799814610061e-05,-0.004949813259029323,0.0121002658064015,Severe,858.0,350.0
2019-02,3.03,253.319,0.0119612030680683,879.0,2019-02-01,2019,2,1,0.00034420756995109936,0.029629655103756036,0.011750994020816266,Severe,1059.0,661.0
2019-03,3.05,254.277,0.0119947930799875,803.0,2019-03-01,2019,3,1,3.359001191920001e-05,0.0028082469403827304,0.011857663882057667,Severe,879.0,858.0
2019-04,3.103,255.233,0.0121575188161405,407.0,2019-04-01,2019,4,2,0.00016272573615300039,0.01356636459402516,0.012037838321398766,Cold,803.0,1059.0
2019-05,3.03,255.296,0.0118685760842316,242.0,2019-05-01,2019,5,2,-0.00028894273190890017,-0.02376658726822578,0.012006962660119866,Mild,407.0,879.0
2019-06,2.946,255.213,0.0115432991266118,21.0,2019-06-01,2019,6,2,-0.0003252769576197988,-0.027406569693895877,0.0118564646756613,Warm,242.0,803.0
2019-07,2.932,255.802,0.0114619901329934,0.0,2019-07-01,2019,7,3,-8.130899361840152e-05,-0.00704382626895228,0.011624621781278932,Warm,21.0,407.0
2019-08,2.87,256.036,0.0112093611835835,0.0,2019-08-01,2019,8,3,-0.0002526289494098992,-0.022040583395958935,0.0114048834810629,Warm,0.0,242.0
2019-09,2.894,256.43,0.011285730998713,30.0,2019-09-01,2019,9,3,7.63698151295001e-05,0.006813039019685219,0.011319027438429968,Warm,0.0,21.0
2019-10,3.008,257.155,0.0116972254088001,242.0,2019-10-01,2019,10,4,0.0004114944100870998,0.03646147601196814,0.0113974391970322,Mild,30.0,0.0
2019-11,2.984,257.879,0.0115713183314655,666.0,2019-11-01,2019,11,4,-0.00012590707733460028,-0.010763841247333539,0.011518091579659532,Cold,242.0,0.0
2019-12,3.035,258.63,0.0117349108765417,860.0,2019-12-01,2019,12,4,0.00016359254507620005,0.014137762041456226,0.011667818205602434,Severe,666.0,30.0
2020-01,3.052,259.127,0.0117780084668907,836.0,2020-01-01,2020,1,1,4.309759034899947e-05,0.0036725963070713963,0.011694745891632633,Severe,860.0,242.0
2020-02,2.812,259.25,0.0108466730954676,789.0,2020-02-01,2020,2,1,-0.000931335371423099,-0.07907409593406112,0.011453197479633333,Cold,836.0,666.0
2020-03,2.405,258.076,0.0093189603062663,717.0,2020-03-01,2020,3,1,-0.0015277127892013003,-0.14084620931736858,0.010647880622874866,Cold,789.0,860.0
2020-04,2.044,256.032,0.0079833770778652,613.0,2020-04-01,2020,4,2,-0.0013355832284010997,-0.1433189094606423,0.009383003493199699,Cold,717.0,836.0
2020-05,1.905,255.802,0.0074471661675827,287.0,2020-05-01,2020,5,2,-0.0005362109102825001,-0.06716592552908518,0.008249834517238068,Mild,613.0,789.0
2020-06,2.057,257.042,0.0080025832354245,41.0,2020-06-01,2020,6,2,0.0005554170678417998,0.0745809956892749,0.007811042160290801,Warm,287.0,717.0
2020-07,2.134,258.352,0.0082600483061869,0.0,2020-07-01,2020,7,3,0.00025746507076239954,0.0321727451234366,0.0079032659030647,Warm,41.0,613.0
2020-08,2.161,259.316,0.0083334618766292,2.0,2020-08-01,2020,8,3,7.341357044230064e-05,0.008887789480276131,0.0081986978060802,Warm,0.0,287.0
2020-09,2.123,259.997,0.008165478832448,71.0,2020-09-01,2020,9,3,-0.00016798304418120039,-0.0201576543659846,0.008252996338421368,Mild,2.0,41.0
2020-10,2.139,260.319,0.0082168416442902,321.0,2020-10-01,2020,10,4,5.1362811842200345e-05,0.006290238808542847,0.008238594117789134,Cold,71.0,0.0
2020-11,2.208,260.911,0.0084626558481627,511.0,2020-11-01,2020,11,4,0.0002458142038724992,0.02991589889569224,0.008281658774966968,Cold,321.0,2.0
2020-12,2.419,262.045,0.0092312389093476,898.0,2020-12-01,2020,12,4,0.0007685830611849007,0.09082055030652891,0.0086369121339335,Severe,511.0,71.0
2021-01,2.549,262.687,0.0097035635566282,1051.0,2021-01-01,2021,1,1,0.0004723246472806003,0.051165900039952694,0.009132486104712833,Severe,898.0,321.0
2021-02,2.79,263.579,0.010585061784133,955.0,2021-02-01,2021,2,1,0.0008814982275047994,0.09084273240037422,0.009839954750036267,Severe,1051.0,511.0
2021-03,2.873,264.961,0.0108431052117104,710.0,2021-03-01,2021,3,1,0.00025804342757740004,0.024378074766101765,0.010377243517490533,Cold,955.0,898.0
2021-04,2.785,266.614,0.0104458130480769,427.0,2021-04-01,2021,4,2,-0.0003972921636334996,-0.03664007273529257,0.010624660014640101,Cold,710.0,1051.0
2021-05,2.825,268.383,0.0105260020195019,173.0,2021-05-01,2021,5,2,8.01889714249996e-05,0.007676661553861708,0.010604973426429734,Mild,427.0,955.0
2021-06,2.952,270.654,0.0109069143629874,3.0,2021-06-01,2021,6,2,0.00038091234348550107,0.036187751320945205,0.010626243143522068,Warm,173.0,710.0
2021-07,2.98,271.903,0.0109597908077512,9.0,2021-07-01,2021,7,3,5.287644476379902e-05,0.004847974688720003,0.010797569063413502,Warm,3.0,427.0
2021-08,2.932,272.676,0.010752688172043,0.0,2021-08-01,2021,8,3,-0.0002071026357082003,-0.018896586562740736,0.010873131114260534,Warm,9.0,173.0
2021-09,2.999,273.91,0.0109488518126391,13.0,2021-09-01,2021,9,3,0.00019616364059609967,0.018243218575437314,0.010887110264144434,Warm,0.0,3.0
2021-10,3.422,276.55,0.0123738926053154,171.0,2021-10-01,2021,10,4,0.0014250407926763003,0.13015435929375418,0.011358477529999167,Mild,13.0,9.0
2021-11,3.512,278.919,0.0125914692079062,608.0,2021-11-01,2021,11,4,0.00021757660259080075,0.01758352117080264,0.011971404541953565,Cold,171.0,0.0
2021-12,3.443,280.845,0.0122594313589346,798.0,2021-12-01,2021,12,4,-0.0003320378489715999,-0.02637006400834563,0.012408264390718732,Cold,608.0,13.0
2022-01,3.776,282.543,0.013364337463678,1162.0,2022-01-01,2022,1,1,0.001104906104743399,0.09012702729789757,0.012738412676839601,Severe,798.0,171.0
2022-02,4.058,284.5,0.0142636203866432,890.0,2022-02-01,2022,2,1,0.0008992829229652003,0.06728974970957591,0.013295796403085267,Severe,1162.0,608.0
2022-03,4.928,287.674,0.0171305018875532,730.0,2022-03-01,2022,3,1,0.002866881500910001,0.20099255470894462,0.014919486579291466,Cold,890.0,798.0
2022-04,5.143,288.561,0.0178229213233943,447.0,2022-04-01,2022,4,2,0.000692419435841099,0.04042026558160572,0.0164056811991969,Cold,730.0,1162.0
2022-05,5.973,291.298,0.020504775178683,189.0,2022-05-01,2022,5,2,0.002681853855288699,0.1504721816713912,0.018486066129876834,Mild,447.0,890.0
2022-06,5.863,294.957,0.0198774736656529,38.0,2022-06-01,2022,6,2,-0.0006273015130300978,-0.030592947621403188,0.0194017233892434,Warm,189.0,730.0
2022-07,5.256,294.913,0.0178222051927178,0.0,2022-07-01,2022,7,3,-0.0020552684729351,-0.10339686559295924,0.0194014846790179,Warm,38.0,447.0
2022-08,4.953,295.097,0.0167843115992368,0.0,2022-08-01,2022,8,3,-0.001037893593481002,-0.058235980466945114,0.018161330152535834,Warm,0.0,189.0
2022-09,4.815,296.349,0.0162477349341485,61.0,2022-09-01,2022,9,3,-0.0005365766650882973,-0.03196894087170643,0.016951417242034365,Mild,0.0,38.0
2022-10,5.786,298.007,0.0194156513102041,263.0,2022-10-01,2022,10,4,0.0031679163760555996,0.1949758774927739,0.017482565947863134,Mild,61.0,0.0
2022-11,5.24,298.786,0.0175376356321916,489.0,2022-11-01,2022,11,4,-0.0018780156780125006,-0.0967268956373093,0.017733673958848065,Cold,263.0,0.0
2022-12,4.344,298.832,0.014536595813032,856.0,2022-12-01,2022,12,4,-0.0030010398191596,-0.1711199777495077,0.017163294251809236,Severe,489.0,61.0
2023-01,4.313,300.42,0.0143565674722055,840.0,2023-01-01,2023,1,1,-0.00018002834082650118,-0.01238449105567796,0.015476932972476367,Severe,856.0,263.0
2023-02,3.988,301.45,0.0132293912755017,840.0,2023-02-01,2023,2,1,-0.0011271761967037996,-0.0785129313734656,0.0140408515202464,Severe,840.0,489.0
2023-03,3.866,301.821,0.0128089165432491,751.0,2023-03-01,2023,3,1,-0.0004204747322525994,-0.03178337714080903,0.013464958430318766,Cold,840.0,856.0
2023-04,3.709,302.845,0.0122471891561689,430.0,2023-04-01,2023,4,2,-0.0005617273870802009,-0.04385440292186604,0.012761832324973235,Cold,751.0,840.0
2023-05,3.423,303.334,0.0112845905833174,188.0,2023-05-01,2023,5,2,-0.0009625985728514991,-0.07859751005532878,0.012113565427578467,Mild,430.0,840.0
2023-06,3.395,304.014,0.0111672488766964,77.0,2023-06-01,2023,6,2,-0.00011734170662099953,-0.010398401763416332,0.011566342872060901,Mild,188.0,751.0
2023-07,3.472,304.609,0.0113982187000384,0.0,2023-07-01,2023,7,3,0.00023096982334199975,0.02068278641340071,0.011283352720017402,Warm,77.0,430.0
2023-08,3.819,306.082,0.0124770486340261,0.0,2023-08-01,2023,8,3,0.0010788299339876996,0.09464899405589278,0.011680838736920302,Warm,0.0,188.0
2023-09,4.151,307.276,0.0135090277144977,60.0,2023-09-01,2023,9,3,0.0010319790804716004,0.08271019138751257,0.012461431682854067,Mild,0.0,77.0
2023-10,4.089,307.696,0.0132890905309136,203.0,2023-10-01,2023,10,4,-0.00021993718358410096,-0.01628075596795675,0.0130917222931458,Mild,60.0,0.0
2023-11,4.011,308.148,0.0130164726040733,659.0,2023-11-01,2023,11,4,-0.0002726179268403,-0.02051441565591905,0.013271530283161533,Cold,203.0,0.0
2023-12,3.821,308.741,0.012376069261938,748.0,2023-12-01,2023,12,4,-0.0006404033421352987,-0.04919945377020918,0.012893877465641634,Cold,659.0,60.0
2024-01,3.766,309.698,0.0121602335178141,987.0,2024-01-01,2024,1,1,-0.00021583574412390068,-0.017439765369420934,0.012517591794608466,Severe,748.0,203.0
2024-02,3.828,310.967,0.012309987876527,863.0,2024-02-01,2024,2,1,0.00014975435871289987,0.012315089055939366,0.012282096885426369,Severe,987.0,659.0
2024-03,3.774,312.345,0.0120827930653604,712.0,2024-03-01,2024,3,1,-0.00022719481116659918,-0.01845613606166263,0.012184338153233833,Cold,863.0,748.0
2024-04,3.706,313.023,0.0118393856042527,485.0,2024-04-01,2024,4,2,-0.00024340746110769994,-0.02014496646520525,0.012077388848713367,Cold,712.0,987.0
2024-05,3.694,313.175,0.0117953221042548,207.0,2024-05-01,2024,5,2,-4.4063499997901157e-05,-0.0037217725201951213,0.0119058335912893,Mild,485.0,863.0
2024-06,3.576,313.044,0.0114233142944761,7.0,2024-06-01,2024,6,2,-0.00037200780977869954,-0.03153858847521507,0.011686007334327867,Warm,207.0,712.0
2024-07,3.683,313.569,0.0117454212629437,0.0,2024-07-01,2024,7,3,0.00032210696846760034,0.028197330491323225,0.011654685887224866,Warm,7.0,485.0
2024-08,3.545,314.062,0.0112875801593315,2.0,2024-08-01,2024,8,3,-0.0004578411036122009,-0.038980390176099555,0.011485438572250433,Warm,0.0,207.0
2024-09,3.394,314.732,0.0107837779444098,37.0,2024-09-01,2024,9,3,-0.0005038022149216996,-0.04463332333504655,0.011272259788895,Warm,2.0,7.0
2024-10,3.427,315.631,0.0108576153799848,268.0,2024-10-01,2024,10,4,7.383743557499989e-05,0.0068470841995849074,0.010976324494575368,Mild,37.0,0.0
2024-11,3.41,316.528,0.0107731385533033,493.0,2024-11-01,2024,11,4,-8.447682668149929e-05,-0.007780421733967979,0.010804843959232632,Cold,268.0,2.0
2024-12,3.458,317.604,0.0108877721943048,918.0,2024-12-01,2024,12,4,0.00011463364100149954,0.010640691237220778,0.010839508709197634,Severe,493.0,37.0
2025-01,3.793,318.961,0.0118917359802609,1117.0,2025-01-01,2025,1,1,0.0010039637859561006,0.09221021234089166,0.011184215575956334,Severe,918.0,268.0
2025-02,3.827,319.679,0.0119713837943687,959.0,2025-02-01,2025,2,1,7.964781410779893e-05,0.0066977449078928775,0.011583630656311466,Severe,1117.0,493.0
2025-03,3.625,319.785,0.0113357412011195,703.0,2025-03-01,2025,3,1,-0.0006356425932492003,-0.05309683526713127,0.011732953658583034,Cold,959.0,918.0
2025-04,3.506,320.302,0.0109459197881998,431.0,2025-04-01,2025,4,2,-0.0003898214129196987,-0.03438870083600709,0.011417681594562667,Cold,703.0,1117.0
2025-05,3.433,320.62,0.0107073794523111,202.0,2025-05-01,2025,5,2,-0.00023854033588870116,-0.021792625974279334,0.010996346813876798,Mild,431.0,959.0
2025-06,3.463,321.435,0.0107735623065316,47.0,2025-06-01,2025,6,2,6.618285422050132e-05,0.006181050603022875,0.010808953849014168,Warm,202.0,703.0
2025-07,3.627,322.169,0.0112580664185567,0.0,2025-07-01,2025,7,3,0.00048450411202509945,0.04497157933837381,0.0109130027257998,Warm,47.0,431.0
2025-08,3.58,323.291,0.0110736147928646,7.0,2025-08-01,2025,8,3,-0.00018445162569210097,-0.016383952522084022,0.011035081172650967,Warm,0.0,202.0
2025-09,3.592,324.245,0.0110780428379774,36.0,2025-09-01,2025,9,3,4.4280451128014126e-06,0.0003998735007157972,0.0111365746831329,Warm,7.0,47.0
2025-11,3.727,325.063,0.0114654697704752,625.0,2025-11-01,2025,11,4,0.0003874269324977992,0.034972507162513766,0.011205709133772399,Cold,36.0,0.0
2025-12,3.66,326.031,0.0112259263689649,1045.0,2025-12-01,2025,12,4,-0.00023954340151030075,-0.020892593701406836,0.011256479659139167,Severe,625.0,7.0
